时间标识,帧ID,数据
2026-04-24 07:46:01.241.782,2,00 01 00 00 00 00 80 1f
2026-04-24 07:46:01.284.712,1b1,2c 24 a2 13 f0
2026-04-24 07:46:01.297.643,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:01.329.778,2,00 01 00 00 00 00 80 20
2026-04-24 07:46:01.334.134,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:01.384.711,1b1,2c 24 a2 13 f0
2026-04-24 07:46:01.417.779,2,00 01 00 00 00 00 80 20
2026-04-24 07:46:01.429.582,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:01.484.728,1b1,2c 24 a2 13 f0
2026-04-24 07:46:01.505.775,2,00 01 00 00 00 00 80 21
2026-04-24 07:46:01.529.578,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:01.584.727,731,05
2026-04-24 07:46:01.584.959,1b1,2c 24 a2 13 f0
2026-04-24 07:46:01.593.775,2,00 01 00 00 00 00 80 21
2026-04-24 07:46:01.681.773,2,00 01 00 00 00 00 80 22
2026-04-24 07:46:01.684.737,1b1,2c 24 a2 13 f0
2026-04-24 07:46:01.697.621,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:01.733.176,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:01.733.753,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:01.734.333,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:01.734.909,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:01.735.406,18f184a0,00 00 0d 00 0c 00 09 00
2026-04-24 07:46:01.735.970,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:01.736.530,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:01.737.087,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 07:46:01.737.651,18f188a0,02 02 00 00 00 02 02 02
2026-04-24 07:46:01.738.219,18f189a0,00 00 00 00 00 00 0b 00
2026-04-24 07:46:01.738.795,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 07:46:01.739.376,181,00 01 00 10 5a 00 00 00
2026-04-24 07:46:01.739.868,182,00 00 02 00 03 00 01 00
2026-04-24 07:46:01.740.368,183,00 00 35 00 34 00 31 00
2026-04-24 07:46:01.740.856,184,19 00 00 00 00 00 00 00
2026-04-24 07:46:01.741.356,185,02 02 00 00 00 02 5f 19
2026-04-24 07:46:01.741.840,186,00 00 00 00 02 00 00 00
2026-04-24 07:46:01.769.768,2,00 01 00 00 00 00 80 22
2026-04-24 07:46:01.784.732,1b1,2c 24 a2 13 f0
2026-04-24 07:46:01.829.562,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:01.857.769,2,00 01 00 00 00 00 80 23
2026-04-24 07:46:01.884.754,1b1,2c 24 a2 13 f0
2026-04-24 07:46:01.929.556,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:01.945.767,2,00 01 00 00 00 00 80 23
2026-04-24 07:46:01.984.752,1b1,2c 24 a2 13 f0
2026-04-24 07:46:02.033.763,2,00 01 00 00 00 00 80 23
2026-04-24 07:46:02.084.776,731,05
2026-04-24 07:46:02.085.008,1b1,2c 24 a2 13 f0
2026-04-24 07:46:02.097.599,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:02.121.763,2,00 01 00 00 00 00 80 24
2026-04-24 07:46:02.134.094,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:02.184.779,1b1,2c 24 a2 13 f0
2026-04-24 07:46:02.209.758,2,00 01 00 00 00 00 80 24
2026-04-24 07:46:02.229.537,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:02.233.170,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:02.233.746,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:02.234.326,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:02.234.903,18f184a0,00 00 0d 00 0c 00 09 00
2026-04-24 07:46:02.235.467,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:02.236.027,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:02.236.583,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 07:46:02.237.147,18f188a0,02 02 00 00 00 02 02 02
2026-04-24 07:46:02.237.716,18f189a0,00 00 00 00 00 00 0b 00
2026-04-24 07:46:02.238.292,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 07:46:02.238.872,11d,01 03 00 00 00 01 84 0a
2026-04-24 07:46:02.284.797,1b1,2c 24 a2 13 f0
2026-04-24 07:46:02.297.757,2,00 01 00 00 00 00 80 25
2026-04-24 07:46:02.329.531,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:02.384.796,1b1,2c 24 a2 13 f0
2026-04-24 07:46:02.385.756,2,00 01 00 00 00 00 80 25
2026-04-24 07:46:02.473.754,2,00 01 00 00 00 00 80 26
2026-04-24 07:46:02.484.795,1b1,2c 24 a2 13 f0
2026-04-24 07:46:02.497.574,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:02.534.072,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:02.561.751,2,00 01 00 00 00 00 80 26
2026-04-24 07:46:02.584.820,731,05
2026-04-24 07:46:02.585.053,1b1,2c 24 a2 13 f0
2026-04-24 07:46:02.629.518,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:02.649.750,2,00 01 00 00 00 00 80 26
2026-04-24 07:46:02.684.819,1b1,2c 24 a2 13 f0
2026-04-24 07:46:02.729.513,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:02.733.165,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:02.733.741,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:02.734.321,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:02.734.897,18f184a0,00 00 0d 00 0c 00 09 00
2026-04-24 07:46:02.735.461,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:02.736.022,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:02.736.578,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 07:46:02.737.142,18f188a0,02 02 00 00 00 02 02 02
2026-04-24 07:46:02.737.710,18f189a0,00 00 00 00 00 00 0b 00
2026-04-24 07:46:02.738.287,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 07:46:02.738.867,2,00 01 00 00 00 00 80 27
2026-04-24 07:46:02.739.359,182,00 00 02 00 03 00 01 00
2026-04-24 07:46:02.739.859,183,00 00 35 00 34 00 31 00
2026-04-24 07:46:02.740.348,184,19 00 00 00 00 00 00 00
2026-04-24 07:46:02.740.848,185,02 02 00 00 00 02 5f 19
2026-04-24 07:46:02.741.332,186,00 00 00 00 02 00 00 00
2026-04-24 07:46:02.784.817,1b1,2c 24 a2 13 f0
2026-04-24 07:46:02.825.744,2,00 01 00 00 00 00 80 27
2026-04-24 07:46:02.884.837,1b1,2c 24 a2 13 f0
2026-04-24 07:46:02.897.553,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:02.913.744,2,00 01 00 00 00 00 80 28
2026-04-24 07:46:02.934.048,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:02.984.836,1b1,2c 24 a2 13 f0
2026-04-24 07:46:03.001.740,2,00 01 00 00 00 00 80 28
2026-04-24 07:46:03.029.495,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:03.084.856,731,05
2026-04-24 07:46:03.085.088,1b1,2c 24 a2 13 f0
2026-04-24 07:46:03.089.740,2,00 01 00 00 00 00 80 29
2026-04-24 07:46:03.129.490,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:03.177.737,2,00 01 00 00 00 00 80 29
2026-04-24 07:46:03.184.862,1b1,2c 24 a2 13 f0
2026-04-24 07:46:03.233.158,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:03.233.734,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:03.234.314,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:03.234.890,18f184a0,00 00 0d 00 0c 00 09 00
2026-04-24 07:46:03.235.455,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:03.236.015,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:03.236.571,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 07:46:03.237.135,18f188a0,02 02 00 00 00 02 02 02
2026-04-24 07:46:03.237.703,18f189a0,00 00 00 00 00 00 0b 00
2026-04-24 07:46:03.238.280,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 07:46:03.238.860,11d,01 03 00 00 00 01 84 0a
2026-04-24 07:46:03.265.735,2,00 01 00 00 00 00 80 2a
2026-04-24 07:46:03.284.860,1b1,2c 24 a2 13 f0
2026-04-24 07:46:03.297.531,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:03.334.025,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:03.353.732,2,00 01 00 00 00 00 80 2a
2026-04-24 07:46:03.384.881,1b1,2c 24 a2 13 f0
2026-04-24 07:46:03.429.471,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:03.441.731,2,00 01 00 00 00 00 80 2a
2026-04-24 07:46:03.484.880,1b1,2c 24 a2 13 f0
2026-04-24 07:46:03.529.466,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:03.529.966,2,00 01 00 00 00 00 80 2b
2026-04-24 07:46:03.584.903,731,05
2026-04-24 07:46:03.585.135,1b1,2c 24 a2 13 f0
2026-04-24 07:46:03.617.727,2,00 01 00 00 00 00 80 2b
2026-04-24 07:46:03.684.912,1b1,2c 24 a2 13 f0
2026-04-24 07:46:03.697.511,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:03.705.723,2,00 01 00 00 00 00 80 2c
2026-04-24 07:46:03.733.151,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:03.733.727,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:03.734.307,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:03.734.883,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:03.735.379,18f184a0,00 00 0d 00 0c 00 09 00
2026-04-24 07:46:03.735.943,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:03.736.504,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:03.737.060,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 07:46:03.737.624,18f188a0,02 02 00 00 00 02 02 02
2026-04-24 07:46:03.738.193,18f189a0,00 00 00 00 00 00 0c 00
2026-04-24 07:46:03.738.773,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 07:46:03.739.353,181,00 01 00 10 5a 00 00 00
2026-04-24 07:46:03.739.845,182,00 00 02 00 03 00 01 00
2026-04-24 07:46:03.740.345,183,00 00 35 00 34 00 31 00
2026-04-24 07:46:03.740.833,184,19 00 00 00 00 00 00 00
2026-04-24 07:46:03.741.334,185,02 02 00 00 00 02 5f 19
2026-04-24 07:46:03.741.818,186,00 00 00 00 02 00 00 00
2026-04-24 07:46:03.784.906,1b1,2c 24 a2 13 f0
2026-04-24 07:46:03.793.722,2,00 01 00 00 00 00 80 2c
2026-04-24 07:46:03.829.453,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:03.881.719,2,00 01 00 00 00 00 80 2d
2026-04-24 07:46:03.884.924,1b1,2c 24 a2 13 f0
2026-04-24 07:46:03.929.445,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:03.969.716,2,00 01 00 00 00 00 80 2d
2026-04-24 07:46:03.984.925,1b1,2c 24 a2 13 f0
2026-04-24 07:46:04.057.715,2,00 01 00 00 00 00 80 2d
2026-04-24 07:46:04.084.945,731,05
2026-04-24 07:46:04.085.176,1b1,2c 24 a2 13 f0
2026-04-24 07:46:04.097.488,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:04.133.982,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:04.145.713,2,00 01 00 00 00 00 80 2e
2026-04-24 07:46:04.184.955,1b1,2c 24 a2 13 f0
2026-04-24 07:46:04.229.428,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:04.233.148,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:04.233.725,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:04.234.305,2,00 01 00 00 00 00 80 2e
2026-04-24 07:46:04.234.797,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:04.235.374,18f184a0,00 00 0d 00 0c 00 0a 00
2026-04-24 07:46:04.235.942,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:04.236.502,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:04.237.059,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 07:46:04.237.623,18f188a0,02 02 00 00 00 02 02 02
2026-04-24 07:46:04.238.191,18f189a0,00 00 00 00 00 00 0c 00
2026-04-24 07:46:04.238.772,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 07:46:04.239.352,11d,01 03 00 00 00 01 84 0a
2026-04-24 07:46:04.284.944,1b1,2c 24 a2 13 f0
2026-04-24 07:46:04.321.711,2,00 01 00 00 00 00 80 2f
2026-04-24 07:46:04.329.423,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:04.384.972,1b1,2c 24 a2 13 f0
2026-04-24 07:46:04.409.708,2,00 01 00 00 00 00 80 2f
2026-04-24 07:46:04.484.966,1b1,2c 24 a2 13 f0
2026-04-24 07:46:04.497.465,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:04.497.965,2,00 01 00 00 00 00 80 30
2026-04-24 07:46:04.533.959,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:04.584.968,731,05
2026-04-24 07:46:04.585.200,1b1,2c 24 a2 13 f0
2026-04-24 07:46:04.585.704,2,00 01 00 00 00 00 80 30
2026-04-24 07:46:04.629.406,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:04.673.701,2,00 01 00 00 00 00 80 31
2026-04-24 07:46:04.684.994,1b1,2c 24 a2 13 f0
2026-04-24 07:46:04.729.403,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:04.733.139,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:04.733.716,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:04.734.296,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:04.734.872,18f184a0,00 00 0d 00 0c 00 0a 00
2026-04-24 07:46:04.735.441,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:04.736.001,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:04.736.557,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 07:46:04.737.122,18f188a0,02 02 00 00 00 02 02 02
2026-04-24 07:46:04.737.690,18f189a0,00 00 00 00 00 00 0c 00
2026-04-24 07:46:04.738.270,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 07:46:04.738.850,181,00 01 00 10 5a 00 00 00
2026-04-24 07:46:04.739.342,182,00 00 02 00 03 00 01 00
2026-04-24 07:46:04.739.843,183,00 00 35 00 34 00 32 00
2026-04-24 07:46:04.740.327,184,19 00 00 00 00 00 00 00
2026-04-24 07:46:04.740.827,185,02 02 00 00 00 02 5f 19
2026-04-24 07:46:04.741.311,186,00 00 00 00 02 00 00 00
2026-04-24 07:46:04.761.699,2,00 01 00 00 00 00 80 31
2026-04-24 07:46:04.784.988,1b1,2c 24 a2 13 f0
2026-04-24 07:46:04.849.698,2,00 01 00 00 00 00 80 31
2026-04-24 07:46:04.885.011,1b1,2c 24 a2 13 f0
2026-04-24 07:46:04.897.443,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:04.933.941,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:04.937.696,2,00 01 00 00 00 00 80 32
2026-04-24 07:46:04.985.010,1b1,2c 24 a2 13 f0
2026-04-24 07:46:05.025.693,2,00 01 00 00 00 00 80 32
2026-04-24 07:46:05.029.386,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:05.085.007,731,05
2026-04-24 07:46:05.085.238,1b1,2c 24 a2 13 f0
2026-04-24 07:46:05.113.690,2,00 01 00 00 00 00 80 33
2026-04-24 07:46:05.129.381,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:05.185.035,1b1,2c 24 a2 13 f0
2026-04-24 07:46:05.201.690,2,00 01 00 00 00 00 80 33
2026-04-24 07:46:05.233.134,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:05.233.710,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:05.234.290,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:05.234.866,18f184a0,00 00 0d 00 0c 00 09 00
2026-04-24 07:46:05.235.430,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:05.235.991,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:05.236.547,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 07:46:05.237.111,18f188a0,02 02 00 00 00 02 02 02
2026-04-24 07:46:05.237.679,18f189a0,00 00 00 00 00 00 0c 00
2026-04-24 07:46:05.238.259,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 07:46:05.238.839,11d,01 03 00 00 00 01 84 0a
2026-04-24 07:46:05.285.032,1b1,2c 24 a2 13 f0
2026-04-24 07:46:05.289.688,2,00 01 00 00 00 00 80 34
2026-04-24 07:46:05.297.424,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:05.333.918,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:05.377.685,2,00 01 00 00 00 00 80 34
2026-04-24 07:46:05.385.053,1b1,2c 24 a2 13 f0
2026-04-24 07:46:05.429.363,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:05.465.682,2,00 01 00 00 00 00 80 34
2026-04-24 07:46:05.485.047,1b1,2c 24 a2 13 f0
2026-04-24 07:46:05.529.356,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:05.553.679,2,00 01 00 00 00 00 80 35
2026-04-24 07:46:05.586.056,731,05
2026-04-24 07:46:05.586.288,1b1,2c 24 a2 13 f0
2026-04-24 07:46:05.641.679,2,00 01 00 00 00 00 80 35
2026-04-24 07:46:05.686.060,1b1,2c 24 a2 13 f0
2026-04-24 07:46:05.697.400,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:05.729.675,2,00 01 00 00 00 00 80 36
2026-04-24 07:46:05.733.131,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:05.733.708,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:05.734.288,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:05.734.864,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:05.735.360,18f184a0,00 00 0d 00 0c 00 09 00
2026-04-24 07:46:05.735.925,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:05.736.485,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:05.737.041,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 07:46:05.737.606,18f188a0,02 02 00 00 00 02 02 02
2026-04-24 07:46:05.738.174,18f189a0,00 00 00 00 00 00 0c 00
2026-04-24 07:46:05.738.754,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 07:46:05.739.334,181,00 01 00 10 5a 00 00 00
2026-04-24 07:46:05.739.827,182,00 00 02 00 03 00 01 00
2026-04-24 07:46:05.740.327,183,00 00 35 00 34 00 31 00
2026-04-24 07:46:05.740.816,184,19 00 00 00 00 00 00 00
2026-04-24 07:46:05.741.316,185,02 02 00 00 00 02 5f 19
2026-04-24 07:46:05.741.800,186,00 00 00 00 02 00 00 00
2026-04-24 07:46:05.786.081,1b1,2c 24 a2 13 f0
2026-04-24 07:46:05.817.676,2,00 01 00 00 00 00 80 36
2026-04-24 07:46:05.829.340,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:05.886.077,1b1,2c 24 a2 13 f0
2026-04-24 07:46:05.905.672,2,00 01 00 00 00 00 80 37
2026-04-24 07:46:05.929.335,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:05.986.100,1b1,2c 24 a2 13 f0
2026-04-24 07:46:05.993.672,2,00 01 00 00 00 00 80 37
2026-04-24 07:46:06.081.670,2,00 01 00 00 00 00 80 38
2026-04-24 07:46:06.086.098,731,05
2026-04-24 07:46:06.086.330,1b1,2c 24 a2 13 f0
2026-04-24 07:46:06.097.378,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:06.133.872,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:06.169.667,2,00 01 00 00 00 00 80 38
2026-04-24 07:46:06.186.123,1b1,2c 24 a2 13 f0
2026-04-24 07:46:06.229.321,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:06.233.125,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:06.233.702,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:06.234.282,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:06.234.858,18f184a0,00 00 0d 00 0c 00 09 00
2026-04-24 07:46:06.235.422,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:06.235.982,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:06.236.538,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 07:46:06.237.103,18f188a0,02 02 00 00 00 02 02 02
2026-04-24 07:46:06.237.671,18f189a0,00 00 00 00 00 00 0c 00
2026-04-24 07:46:06.238.251,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 07:46:06.238.832,11d,01 03 00 00 00 01 84 0a
2026-04-24 07:46:06.257.663,2,00 01 00 00 00 00 80 38
2026-04-24 07:46:06.286.120,1b1,2c 24 a2 13 f0
2026-04-24 07:46:06.329.314,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:06.345.661,2,00 01 00 00 00 00 80 39
2026-04-24 07:46:06.386.118,1b1,2c 24 a2 13 f0
2026-04-24 07:46:06.433.661,2,00 01 00 00 00 00 80 39
2026-04-24 07:46:06.486.139,1b1,2c 24 a2 13 f0
2026-04-24 07:46:06.497.354,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:06.521.658,2,00 01 00 00 00 00 80 3a
2026-04-24 07:46:06.533.850,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:06.586.159,731,05
2026-04-24 07:46:06.586.391,1b1,2c 24 a2 13 f0
2026-04-24 07:46:06.609.654,2,00 01 00 00 00 00 80 3a
2026-04-24 07:46:06.629.297,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:06.686.142,1b1,2c 24 a2 13 f0
2026-04-24 07:46:06.697.654,2,00 01 00 00 00 00 80 3b
2026-04-24 07:46:06.729.292,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:06.733.117,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:06.733.692,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:06.734.273,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:06.734.849,18f184a0,00 00 0d 00 0c 00 09 00
2026-04-24 07:46:06.735.413,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:06.735.973,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:06.736.530,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 07:46:06.737.094,18f188a0,02 02 00 00 00 02 02 02
2026-04-24 07:46:06.737.662,18f189a0,00 00 00 00 00 00 0c 00
2026-04-24 07:46:06.738.242,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 07:46:06.738.823,181,00 01 00 10 5a 00 00 00
2026-04-24 07:46:06.739.315,182,00 00 02 00 03 00 01 00
2026-04-24 07:46:06.739.815,183,00 00 35 00 34 00 31 00
2026-04-24 07:46:06.740.303,184,19 00 00 00 00 00 00 00
2026-04-24 07:46:06.740.803,185,02 02 00 00 00 02 5f 19
2026-04-24 07:46:06.741.287,186,00 00 00 00 02 00 00 00
2026-04-24 07:46:06.785.650,2,00 01 00 00 00 00 80 3b
2026-04-24 07:46:06.786.163,1b1,2c 24 a2 13 f0
2026-04-24 07:46:06.873.648,2,00 01 00 00 00 00 80 3b
2026-04-24 07:46:06.886.161,1b1,2c 24 a2 13 f0
2026-04-24 07:46:06.897.337,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:06.933.831,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:06.961.646,2,00 01 00 00 00 00 80 3c
2026-04-24 07:46:06.986.207,1b1,2c 24 a2 13 f0
2026-04-24 07:46:07.029.277,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:07.049.644,2,00 01 00 00 00 00 80 3c
2026-04-24 07:46:07.086.177,731,05
2026-04-24 07:46:07.086.409,1b1,2c 24 a2 13 f0
2026-04-24 07:46:07.129.271,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:07.137.643,2,00 01 00 00 00 00 80 3d
2026-04-24 07:46:07.186.184,1b1,2c 24 a2 13 f0
2026-04-24 07:46:07.225.640,2,00 01 00 00 00 00 80 3d
2026-04-24 07:46:07.233.112,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:07.233.688,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:07.234.268,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:07.234.844,18f184a0,00 00 0d 00 0c 00 09 00
2026-04-24 07:46:07.235.408,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:07.235.969,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:07.236.525,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 07:46:07.237.089,18f188a0,02 02 00 00 00 02 02 02
2026-04-24 07:46:07.237.657,18f189a0,00 00 00 00 00 00 0c 00
2026-04-24 07:46:07.238.237,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 07:46:07.238.817,11d,01 03 00 00 00 01 84 0a
2026-04-24 07:46:07.286.203,1b1,2c 24 a2 13 f0
2026-04-24 07:46:07.297.314,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:07.313.638,2,00 01 00 00 00 00 80 3e
2026-04-24 07:46:07.333.809,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:07.386.226,1b1,2c 24 a2 13 f0
2026-04-24 07:46:07.401.637,2,00 01 00 00 00 00 80 3e
2026-04-24 07:46:07.429.252,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:07.486.221,1b1,2c 24 a2 13 f0
2026-04-24 07:46:07.489.637,2,00 01 00 00 00 00 80 3f
2026-04-24 07:46:07.529.247,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:07.577.634,2,00 01 00 00 00 00 80 3f
2026-04-24 07:46:07.586.227,731,05
2026-04-24 07:46:07.586.459,1b1,2c 24 a2 13 f0
2026-04-24 07:46:07.665.633,2,00 01 00 00 00 00 80 3f
2026-04-24 07:46:07.686.230,1b1,2c 24 a2 13 f0
2026-04-24 07:46:07.697.293,18d,00 00 00 00 00 00 01 00
2026-04-24 07:46:07.733.108,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 07:46:07.733.685,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 07:46:07.734.265,18f183a0,c4 09 00 00 00 00 00 00
2026-04-24 07:46:07.734.841,18d,00 00 00 00 00 00 00 00
2026-04-24 07:46:07.735.338,18f184a0,00 00 0d 00 0c 00 09 00
2026-04-24 07:46:07.735.902,18f185a0,98 09 00 00 20 1c 00 00
2026-04-24 07:46:07.736.462,18f186a0,02 02 03 01 01 00 5f 19
2026-04-24 07:46:07.737.018,18f187a0,02 02 02 02 02 02 02 02
